title,author,venue,year,class
"Building a scaleable geo-spatial DBMS: technology, implementation, and evaluation","Jignesh Patel, JieBing Yu, Navin Kabra, Kristin Tufte, Biswadeep Nag, Josef Burger, Nancy Hall, Karthikeyan Ramasamy, Roger Lueder, Curt Ellmann, Jim Kupsch, Shelly Guo, Johan Larson, David De Witt, Jeffrey Naughton",International Conference on Management of Data,1997,ID338
A toolkit for negotiation support interfaces to multi-dimensional data,"Michael Gebhardt, Matthias Jarke, Stephan Jacobs",International Conference on Management of Data,1997,ID339
Distance-based indexing for high-dimensional metric spaces,"Tolga Bozkaya, Meral Ozsoyoglu",International Conference on Management of Data,1997,ID340
The SR-tree: an index structure for high-dimensional nearest neighbor queries,"Norio Katayama, Shin'ichi Satoh",International Conference on Management of Data,1997,ID365
Wave-indices: indexing evolving databases,"Narayanan Shivakumar, H&#233;ctor Garc&#237;a-Molina",International Conference on Management of Data,1997,ID366
On-line warehouse view maintenance,"Dallan Quass, Jennifer Widom",International Conference on Management of Data,1997,ID367
Template-based wrappers in the TSIMMIS system,"Joachim Hammer, H&#233;ctor Garc&#237;a-Molina, Svetlozar Nestorov, Ramana Yerneni, Marcus Breunig, Vasilis Vassalos",International Conference on Management of Data,1997,ID380
MDM: a multiple-data model tool for the management of heterogeneous database schemes,"Paolo Atzeni, Riccardo Torlone",International Conference on Management of Data,1997,ID379
The Context Interchange mediator prototype,"S. Bressan, C. H. Goh, K. Fynn, M. Jakobisiak, K. Hussein, H. Kon, T. Lee, S. Madnick, T. Pena, J. Qu, A. Shum, M. Siegel",International Conference on Management of Data,1997,ID378
SEMCOG: an object-based image retrieval system and its visual query interface,"Wen-Syan Li, K. Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara",International Conference on Management of Data,1997,ID377
The distributed information search component (Disco) and the World Wide Web,"Anthony Tomasic, R&#233;my Amouroux, Philippe Bonnet, Olga Kapitskaia, Hubert Naacke, Louiqa Raschid",International Conference on Management of Data,1997,ID384
The InfoSleuth Project,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Halal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",International Conference on Management of Data,1997,ID383
Infomaster: an information integration system,"Michael R. Genesereth, Arthur M. Keller, Oliver M. Duschka",International Conference on Management of Data,1997,ID382
Languages for multi-database interoperability,"Fr&#233;d&#233;ric Gingras, Laks V. S. Lakshmanan, Iyer N. Subramanian, Despina Papoulis, Nematollaah Shiri",International Conference on Management of Data,1997,ID381
Data warehousing and OLAP for decision support,"Surajit Chaudhuri, Umeshwar Dayal",International Conference on Management of Data,1997,ID374
Databases on the Web: technologies for federation architectures and case studies,Ralf Kramer,International Conference on Management of Data,1997,ID345
"Object-relational database systems (tutorial): principles, products and challenges","Michael J. Carey, Nelson M. Mattos, Anil K. Nori",International Conference on Management of Data,1997,ID373
"Lessons from Wall Street: case studies in configuration, tuning, and distribution",Dennis Shasha,International Conference on Management of Data,1997,ID372
DEVise (demo abstract): integrated querying and visual exploration of large datasets,"M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger",International Conference on Management of Data,1997,ID347
Picture programming project,"Nita Goyal, Charles Hoch, Ravi Krishnamurthy, Brian Meckler, Michael Suchow, Moshe Zloof",International Conference on Management of Data,1997,ID376
Delaunay: a database visualization system,"Isabel F. Cruz, M. Averbuch, Wendy T. Lucas, Melissa Radzyminski, Kirby Zhang",International Conference on Management of Data,1997,ID346
Query optimization at the crossroads,Surajit Chaudhuri,International Conference on Management of Data,1997,ID375
Disjunctive datalog,"Thomas Eiter, Georg Gottlob, Heikki Mannila",ACM Transactions on Database Systems (TODS) ,1997,ID1285
ProbView: a flexible probabilistic database system,"Laks V. S. Lakshmanan, Nicola Leone, Robert Ross, V. S. Subrahmanian",ACM Transactions on Database Systems (TODS) ,1997,ID1286
Zoo: a desktop experiment management environment,"Yannis E. Ioannidis, Miron Livny, Anastassia Ailamaki, Anand Narayanan, Andrew Therber",International Conference on Management of Data,1997,ID392
Transactional client-server cache consistency: alternatives and performance,"Michael J. Franklin, Michael J. Carey, Miron Livny",ACM Transactions on Database Systems (TODS) ,1997,ID1284
OGDI: toward interoperability among geospatial databases,"Gilles Cl&#233;ment, Christian Larouche, Denis Gouin, Paul Morin, Henry Kucera",ACM SIGMOD Record ,1997,ID1066
An extended entity-relationship model for geographic applications,"Thanasis Hadzilacos, Nectaria Tryfona",ACM SIGMOD Record ,1997,ID1062
A query language for a Web-site management system,"Mary Fernandez, Daniela Florescu, Alon Levy, Dan Suciu",ACM SIGMOD Record ,1997,ID1061
Quasi-cubes: exploiting approximations in multidimensional databases,"Daniel Barbar&#225;, Mark Sullivan",ACM SIGMOD Record ,1997,ID1065
The WHIPS prototype for data warehouse creation and maintenance,"Wilburt J. Labio, Yue Zhuge, Janet L. Wiener, Himanshu Gupta, H&#233;ctor Garc&#237;a-Molina, Jennifer Widom",International Conference on Management of Data,1997,ID386
Structural matching and discovery in document databases,"Jason Tsong-Li Wang, Dennis Shasha, George J. S. Chang, Liam Relihan, Kaizhong Zhang, Girish Patel",International Conference on Management of Data,1997,ID387
STRUDEL: a Web site management system,"Mary Fernandez, Daniela Florescu, Jaewoo Kang, Alon Levy, Dan Suciu",International Conference on Management of Data,1997,ID385
GeoMiner: a system prototype for spatial data mining,"Jaiwei Han, Krzysztof Koperski, Nebojsa Stefanovic",International Conference on Management of Data,1997,ID348
Sentinel: an object-oriented DBMS with event-based rules,S. Chakravarthy,International Conference on Management of Data,1997,ID390
The MENTOR workbench for enterprise-wide workflow management,"Dirk Wodtke, Jeanine Weissenfels, Gerhard Weikum, Angelika Kotz Dittrich, Peter Muth",International Conference on Management of Data,1997,ID391
S3: similarity search in CAD database systems,"Stefan Berchtold, Hans-Peter Kriegel",International Conference on Management of Data,1997,ID388
PREDATOR: an OR-DBMS with enhanced data types,"Praveen Seshadri, Mark Paskin",International Conference on Management of Data,1997,ID389
The active database management system manifesto: a rulebase of ADBMS features,Corporate Act-Net Consortium,ACM SIGMOD Record ,1996,ID1103
Report on first international workshop on real-time database systems,"Azer Bestavros, Kwei-Jay Lin, Sang Son",ACM SIGMOD Record ,1996,ID1107
BeSS object storage manager: architecture overview,"Alexandros Biliris, Euthimios Panagos",ACM SIGMOD Record ,1996,ID1108
Middle East Technical University Software Research and Development Center,Asuman Dogac,ACM SIGMOD Record ,1996,ID1109
Much ado about shared-nothing,"Michael G. Norman, Thomas Zurek, Peter Thanisch",ACM SIGMOD Record ,1996,ID1104
On the cost of monitoring and reorganization of object bases for clustering,"Carsten A. Gerlhof, Alfons Kemper, Guido Moerkotte",ACM SIGMOD Record ,1996,ID1105
Open issues in parallel query optimization,"Waqar Hasan, Daniela Florescu, Patrick Valduriez",ACM SIGMOD Record ,1996,ID1106
Control strategies for complex relational query processing in shared nothing systems,"Lionel Brunie, Harald Kosch",ACM SIGMOD Record ,1996,ID1102
"LH*-a scalable, distributed data structure","Witold Litwin, Marie-Anna Neimat, Donovan A. Schneider",ACM Transactions on Database Systems (TODS) ,1996,ID1296
Semantics for update rule programs and implementation in a relational database management system,"Louiqa Raschid, Jorge Lobo",ACM Transactions on Database Systems (TODS) ,1996,ID1295
Extended ephemeral logging: log storage management for applications with long lived transactions,"John S. Keen, William J. Dally",ACM Transactions on Database Systems (TODS) ,1997,ID1293
Outerjoin simplification and reordering for query optimization,"C&#233;sar Galindo-Legaria, Arnon Rosenthal",ACM Transactions on Database Systems (TODS) ,1997,ID1291
"OLAP, relational, and multidimensional database systems",George Colliat,ACM SIGMOD Record ,1996,ID1110
UniSQL's next-generation object-relational database management system,"Albert D'Andrea, Phil Janus",ACM SIGMOD Record ,1996,ID1111
Scientists called upon to take actions,Xiaolei Qian,ACM SIGMOD Record ,1996,ID1112
Model and verification of a data manager based on ARIES,Dean Kuo,ACM Transactions on Database Systems (TODS) ,1996,ID1294
Dynamic information visualization,Yannis E. Ioannidis,ACM SIGMOD Record ,1996,ID1084
Information visualization,"Tiziana Catarci, Isabel F. Cruz",ACM SIGMOD Record ,1996,ID2213
Spotfire: an information exploration environment,Christopher Ahlberg,ACM SIGMOD Record ,1996,ID1092
Incremental data structures and algorithms for dynamic query interfaces,"Egemen Tanin, Richard Beigel, Ben Shneiderman",ACM SIGMOD Record ,1996,ID1091
"A response to R. Camps' article Domains, relations and religious wars",C. J. Date,ACM SIGMOD Record ,1996,ID1083
An axiomatic model of dynamic schema evolution in objectbase systems,"Randel J. Peters, M. Tamer &#214;zsu",ACM Transactions on Database Systems (TODS) ,1997,ID1292
The aggregate data problem: a system for their definition and management,"M. Rafanelli, A. Bezenchek, L. Tininini",ACM SIGMOD Record ,1996,ID1090
"In reply to Domains, relations and religious wars",Hugh Darwen,ACM SIGMOD Record ,1996,ID1089
Report from the NSF workshop on workflow and process automation in information systems,"Amit Sheth, Dimitrios Georgakopoulos, Stef M. M. Joosten, Marek Rusinkiewicz, Walt Scacchi, Jack Wileden, Alexander L. Wolf",ACM SIGMOD Record ,1996,ID1095
3D geographic network displays,"Kenneth C. Cox, Stephen G. Eick, Taosong He",ACM SIGMOD Record ,1996,ID1087
The Mariposa distributed database management system,Jeff Sidell,ACM SIGMOD Record ,1996,ID1096
An orthogonally persistent Java,"M. P. Atkinson, L. Dayn&#232;s, M. J. Jordan, T. Printezis, S. Spence",ACM SIGMOD Record ,1996,ID1088
Pixel-oriented database visualizations,Daniel A. Keim,ACM SIGMOD Record ,1996,ID1093
A framework for information visualisation,"Jessie B. Kennedy, Kenneth J. Mitchell, Peter J. Barclay",ACM SIGMOD Record ,1996,ID1085
Applying database visualization to the World Wide Web,"Masum Z. Hasan, Alberto O. Mendelzon, Dimitra Vista",ACM SIGMOD Record ,1996,ID1086
To table or not to table: a hypertabular answer,"Giuseppe Santucci, Laura Tarantino",ACM SIGMOD Record ,1996,ID1094
WWW-UDK: a web-based environmental meta-information system,"Ralf Kramer, Ralf Nicholai, Arne Koschel, Claudia Rolker, Peter Lockemann, Andree Keitel, Rudolf Legat, Konrad Tirm",ACM SIGMOD Record ,1997,ID1077
UIS-management of data and services in the environmental information systems of Baden-W&#252;rttemberg,"Wolf-Fritz Riekert, Roland Mayer-F&#246;ll, Gerlinde Wiest",ACM SIGMOD Record ,1997,ID1078
Integrating modelling systems for environmental management information systems,"David J. Abel, Kerry Taylor, Dean Kun",ACM SIGMOD Record ,1997,ID1075
Improving access to environmental data using context information,"Anthony Tomasic, Eric Simon",ACM SIGMOD Record ,1997,ID1076
New programs at DARPA and NSF,Xiolai Qian,ACM SIGMOD Record ,1996,ID1099
Environmental information systems,Oliver G&#252;nther,ACM SIGMOD Record ,1997,ID2209
New standard for stored procedures in SQL,Andrew Eisenberg,ACM SIGMOD Record ,1996,ID1097
"TPC-D-the challenges, issues and results",Ramesh Bhashyam,ACM SIGMOD Record ,1996,ID1098
Extraction of object-oriented structures from existing relational databases,"Shekar Ramanathan, Julia Hodges",ACM SIGMOD Record ,1997,ID1073
An overview of data warehousing and OLAP technology,"Surajit Chaudhuri, Umeshwar Dayal",ACM SIGMOD Record ,1997,ID1074
Min-max compression methods for medical image databases,"Kosmas Karadimitriou, John M. Tyler",ACM SIGMOD Record ,1997,ID1080
Converting relational to object-oriented databases,Joseph Fong,ACM SIGMOD Record ,1997,ID1072
"Mediator languages-a proposal for a standard: report of an I3/POB working group held at the University of Maryland, April 12 and 13, 1996","Peter Buneman, Louiqa Raschid, Jeffrey Ullman",ACM SIGMOD Record ,1997,ID2207
A consumer viewpoint on Mediator languages-a proposal for a standard,"Arnon Rosenthal, Erich Hughes, Scott Renner, Len Seligman",ACM SIGMOD Record ,1997,ID1071
Data management for earth system science,"James Frew, Jeff Dozier",ACM SIGMOD Record ,1997,ID1070
Open GIS and on-line environmental libraries,Kenn Gardels,ACM SIGMOD Record ,1997,ID1079
Similarity-based queries for time series data,"Davood Rafiei, Alberto Mendelzon",International Conference on Management of Data,1997,ID349
Fast parallel similarity search in multimedia databases,"Stefan Berchtold, Christian B&#246;hm, Bernhard Braunm&#252;ller, Daniel A. Keim, Hans-Peter Kriegel",International Conference on Management of Data,1997,ID328
An adaptive data replication algorithm,"Ouri Wolfson, Sushil Jajodia, Yixiu Huang",ACM Transactions on Database Systems (TODS) ,1997,ID1289
Applying formal methods to semantic-based decomposition of transactions,"Paul Ammann, Sushil Jajodia, Indrakshi Ray",ACM Transactions on Database Systems (TODS) ,1997,ID1288
